Title,Summary,Date,Source URL,Article URL,Document_Type,Product_Type,Countries,Regions,Drug_names,Language,Source_File,title_english,summary_english,Detail_URL,Source_URL,Article_URL
Inadequate Sampling and Component Testing Highlighted in FDA Warning Letter,"An FDA inspection revealed serious CGMP violations related to sampling, testing, and quality oversight at a U.S.-based drug manufacturer, underscoring the critical importance of scientifically sound sampling strategies.",16/07/2025,https://www.gmp-compliance.org/gmp-news/inadequate-sampling-and-component-testing-highlighted-in-fda-warning-letter,https://www.gmp-compliance.org/gmp-news/inadequate-sampling-and-component-testing-highlighted-in-fda-warning-letter,Law,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
EMA publishes new Product-Specific Bioequivalence Guidance,"The European Medicines Agency (EMA) has added new entries to its “Product-specific bioequivalence guidance” section, publishing updated guidelines for individual products.",16/07/2025,https://www.gmp-compliance.org/gmp-news/ema-publishes-new-product-specific-bioequivalence-guidance,https://www.gmp-compliance.org/gmp-news/ema-publishes-new-product-specific-bioequivalence-guidance,Directive,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
Revision of USP Chapter <1039> Chemometrics Published for Comments,"In Pharmacopeial Forum 51(4), the USP has published a major revision of General Chapter <1039> Chemometrics for public comment. The update reflects the rapid evolution of the field, particularly driven by developments in machine learning and AI.",16/07/2025,https://www.gmp-compliance.org/gmp-news/revision-of-usp-chapter-1039-chemometrics-published-for-comments,https://www.gmp-compliance.org/gmp-news/revision-of-usp-chapter-1039-chemometrics-published-for-comments,Other Type,Drug Substance,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
Proposal for new USP Chapter <318> NMR Monomer Ratio Determination for Lactide-Glycolide Polymers,"In the Pharmacopeial Forum, PF 51(4), a proposal for a new USP General Chapter <318> Nuclear Magnetic Resonance Spectroscopy Monomer Ratio Determination for Lactide–Glycolide Polymers has been published for public comment. Developed by the Excipients Test Methods Expert Committee, the chapter introduces a validated proton NMR method to quantify the monomer ratio in ring-opening copolymers of DL- or L-lactide and glycolide.",16/07/2025,https://www.gmp-compliance.org/gmp-news/proposal-for-new-usp-chapter-318-nmr-monomer-ratio-determination-for-lactide-glycolide-polymers,https://www.gmp-compliance.org/gmp-news/proposal-for-new-usp-chapter-318-nmr-monomer-ratio-determination-for-lactide-glycolide-polymers,Law,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
New USP Chapter <1221> on Ongoing Procedure Performance Verification (OPPV) Published for Comment,"In Pharmacopeial Forum 51(4), the USP proposes a new General Chapter <1221> Ongoing Procedure Performance Verification. As Stage 3 of the Analytical Procedure Life Cycle (<1220>), the chapter introduces a risk-based approach to ensure consistent method performance during routine use. The draft is open for public comment until 30 September 2025.",16/07/2025,https://www.gmp-compliance.org/gmp-news/new-usp-chapter-1221-on-ongoing-procedure-performance-verification-oppv-published-for-comment,https://www.gmp-compliance.org/gmp-news/new-usp-chapter-1221-on-ongoing-procedure-performance-verification-oppv-published-for-comment,Instructions,Medical Device,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
Content of an Audit Trail / Must an Audit Trail be printable?,"The requirements for an audit trail can now be found almost everywhere in the relevant pharmaceutical regulations. Six experts from industry and regulatory authorities answer an extensive catalog of questions from various topic areas. Questions 1 and 2: From an inspector's perspective, what are the minimum requirements for the content of an audit trail and must an audit trail be printable?",16/07/2025,https://www.gmp-compliance.org/gmp-news/content-of-an-audit-trail-must-an-audit-trail-be-printable,https://www.gmp-compliance.org/gmp-news/content-of-an-audit-trail-must-an-audit-trail-be-printable,Other Type,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
Final FDA Guidance on Remote Regulatory Assessments,The FDA published the final Guidance for Industry Conducting Remote Regulatory Assessments - Questions and Answers. The final guidance describes how FDA will use Remote Regulatory Assessments (RRAs) for FDA-regulated products.,16/07/2025,https://www.gmp-compliance.org/gmp-news/final-fda-guidance-on-remote-regulatory-assessments,https://www.gmp-compliance.org/gmp-news/final-fda-guidance-on-remote-regulatory-assessments,Q&A,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
New USP Chapter <1245> Compaction Simulation published,"The new chapter <1245> Compaction Simulation in the USP is a newly added chapter that describes procedures for simulating tableting. It was first published with USP 47 - NF 42, First Supplement and, like all USP chapters with a number > 999, is considered informative. Read more here.",16/07/2025,https://www.gmp-compliance.org/gmp-news/new-usp-chapter-1245-compaction-simulation-published,https://www.gmp-compliance.org/gmp-news/new-usp-chapter-1245-compaction-simulation-published,Law,Drug Product,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
New Swissmedic Technical Interpretation on Returns of Medicinal Products,"Swissmedic has published a new Technical Interpretation (TI) entitled ""Requirements for the return of medicinal products"" (I-SMI.TI.28e). The document defines the minimum requirements for wholesalers handling medicinal products returned by retailers, particularly with regard to the time limits that must be observed between delivery and return of the medicinal products.",15/07/2025,https://www.gmp-compliance.org/gmp-news/new-swissmedic-technical-interpretation-on-returns-of-medicinal-products,https://www.gmp-compliance.org/gmp-news/new-swissmedic-technical-interpretation-on-returns-of-medicinal-products,Other Type,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
Two new GDP Non-Compliance Reports from Austria and Ireland published in the EudraGMDP database,Two new GDP Non-Compliance Reports from Austria and Ireland have been published in the EudraGMDP database. Both authorities document violations of the EU GDP guidelines and have revoked the Wholesale Distribution Authorisation (WDA) of the respective companies.,15/07/2025,https://www.gmp-compliance.org/gmp-news/two-new-gdp-non-compliance-reports-from-austria-and-ireland-published-in-the-eudragmdp-database,https://www.gmp-compliance.org/gmp-news/two-new-gdp-non-compliance-reports-from-austria-and-ireland-published-in-the-eudragmdp-database,Directive,Other,"European Union, Ireland, Austria","Northern Europe, European Union, Central Europe",None,English,GMP.xlsx,None,None,None,None,None
Reminder: Participate in the GDP Implementation Survey until 31 July 2025,"As previously reported, the European GDP Association (GDPA) is currently conducting a survey on the topic of GDP. If you have not yet participated, you can still complete the online questionnaire until 31 July.",15/07/2025,https://www.gmp-compliance.org/gmp-news/reminder-participate-in-the-gdp-implementation-survey-until-31-july-2025,https://www.gmp-compliance.org/gmp-news/reminder-participate-in-the-gdp-implementation-survey-until-31-july-2025,Other Type,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
PDA Publishes Results of Transportation Validation Benchmarking Survey,The Parenteral Drug Association (PDA) has published the results of its 2025 Transportation Validation Benchmarking Survey. The survey aimed to gather industry benchmarking data on transportation qualification strategies within the pharmaceutical and biopharmaceutical industry.,15/07/2025,https://www.gmp-compliance.org/gmp-news/pda-publishes-results-of-transportation-validation-benchmarking-survey,https://www.gmp-compliance.org/gmp-news/pda-publishes-results-of-transportation-validation-benchmarking-survey,Other Type,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
EMA Policy on the Publication of Clinical Data,The EMA has published a revised version of the guideline on the implementation of the European Medicines Agency policy on the publication of clinical data for medicinal products for human use.,10/07/2025,https://www.gmp-compliance.org/gmp-news/ema-policy-on-the-publication-of-clinical-data,https://www.gmp-compliance.org/gmp-news/ema-policy-on-the-publication-of-clinical-data,Directive,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
New Ph. Eur. Chapter for Estragole Determination,A new European Pharmacopoeia (Ph. Eur.) chapter 2.8.27. Determination of Estragole has been published in Pharmeuropa 37.3. The comment deadline is 30 September 2025.,10/07/2025,https://www.gmp-compliance.org/gmp-news/new-ph-eur-chapter-for-estragole-determination,https://www.gmp-compliance.org/gmp-news/new-ph-eur-chapter-for-estragole-determination,Resolution,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
EMA Reflection Paper on Data Recommendations for Herbal Medicinal Products,"The European Medicines Agency (EMA) published a draft ""Reflection paper on data recommendations for herbal medicinal products (HMPs) and traditional herbal medicinal products (THMPs) used in children and adolescents"". The paper is open for public consultation until 31 August 2025.",10/07/2025,https://www.gmp-compliance.org/gmp-news/ema-reflection-paper-on-data-recommendations-for-herbal-medicinal-products,https://www.gmp-compliance.org/gmp-news/ema-reflection-paper-on-data-recommendations-for-herbal-medicinal-products,Consultation,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
"Drafts of EU GMP Guideline Annex 11, Annex 22 and Chapter 4 released for comment","The long-awaited drafts of the EU GMP Guide Annex 11, Annex 22 and Chapter 4 were published by the EU Commission for comment on 7 July 2025.",09/07/2025,https://www.gmp-compliance.org/gmp-news/drafts-of-eu-gmp-guideline-annex-11-annex-22-and-chapter-4-released-for-comment,https://www.gmp-compliance.org/gmp-news/drafts-of-eu-gmp-guideline-annex-11-annex-22-and-chapter-4-released-for-comment,Directive,Other,European Union,European Union,None,English,GMP.xlsx,None,None,None,None,None
Phenolic Antioxidants in Plastic Materials,A new Ph. Eur. chapter 2.5.46. Phenolic antioxidants in plastic materials has been published in Pharmeuropa 37.3. The comment deadline is 30 September 2025.,09/07/2025,https://www.gmp-compliance.org/gmp-news/phenolic-antioxidants-in-plastic-materials,https://www.gmp-compliance.org/gmp-news/phenolic-antioxidants-in-plastic-materials,Other Type,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
The USP has revised the General Chapter <1231> on Pharmaceutical Water,"In the Pharmacopoeial Forum PF 51(4), the USP has published the draft revision of chapter <1231> ""Water for Pharmaceutical Purposes"". See the proposed changes to the general water chapter.",09/07/2025,https://www.gmp-compliance.org/gmp-news/the-usp-has-revised-the-general-chapter-1231-on-pharmaceutical-water,https://www.gmp-compliance.org/gmp-news/the-usp-has-revised-the-general-chapter-1231-on-pharmaceutical-water,Other Type,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
USP: Chapter <1029> Good Documentation Guidelines and Data Integrity published for comment,"The chapter ""<1029> Good Documentation Guidelines and Data Integrity"" has been published for comment on the website of the USP Pharmacopeial Forum since the beginning of July 2025. Comments and remarks on this draft, which is based on the previous version ""<1029> Good Documentation Guidelines"" from May 2018, can be submitted until September 30, 2025.",09/07/2025,https://www.gmp-compliance.org/gmp-news/usp-chapter-1029-good-documentation-guidelines-and-data-integrity-published-for-comment,https://www.gmp-compliance.org/gmp-news/usp-chapter-1029-good-documentation-guidelines-and-data-integrity-published-for-comment,Directive,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
ICH M4Q Guideline Updated,The draft of the updated guideline of the ICH entitled 'THE COMMON TECHNICAL DOCUMENT FOR THE REGISTRATION OF PHARMACEUTICALS FOR HUMAN USE: QUALITY M4Q(R2)' was published in May 2025 and is now available for public comment.,02/07/2025,https://www.gmp-compliance.org/gmp-news/ich-m4q-guideline-updated,https://www.gmp-compliance.org/gmp-news/ich-m4q-guideline-updated,Directive,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
"FDA Warning Letter: Missing Testing, No Stability Data, and Inadequate Raw Material Controls","A recent FDA Warning Letter highlights GMP violations at a U.S. manufacturer of over-the-counter (OTC) drug products, including missing microbiological testing, lack of stability data, and inadequate raw material controls.",02/07/2025,https://www.gmp-compliance.org/gmp-news/fda-warning-letter-missing-testing-no-stability-data-and-inadequate-raw-material-controls,https://www.gmp-compliance.org/gmp-news/fda-warning-letter-missing-testing-no-stability-data-and-inadequate-raw-material-controls,Law,Biological,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
EFPIA Report on Current Inspections,"The EFPIA has published its ""Annual Regulatory GMP/GDP Inspection Survey 2024 Data"", containing some interesting results that not everyone may have expected.",02/07/2025,https://www.gmp-compliance.org/gmp-news/efpia-report-on-current-inspections,https://www.gmp-compliance.org/gmp-news/efpia-report-on-current-inspections,Other Type,Other,Global,Global,None,English,GMP.xlsx,None,None,None,None,None
